source,target,weight
4,150,0.20072805193605428
4,151,0.1299378948278625
4,152,0.15578318214805037
4,154,0.25387077284366
4,155,0.1971827153593126
4,156,0.12374724248992794
4,157,0.1865765407979817
4,159,0.2685204147600368
4,160,0.12176952471574409
4,161,0.5429649308262283
4,162,0.15713921453566285
4,164,0.1958173391820072
4,165,0.26145091665429593
4,166,0.3713862295287054
4,168,0.25546338720353257
4,169,0.19844528989978347
4,170,0.14378370223795656
4,172,0.318816037998576
4,173,0.13930867961301988
4,174,0.13939374094217155
4,175,0.19530996032078654
4,176,0.14905720759702762
4,177,0.19548100748505529
4,178,0.25702264936234426
4,180,0.20972639911915317
4,181,0.1598043905332499
4,182,0.16507701148688617
4,183,0.16831979392299226
4,184,0.15707333714593402
4,185,0.3565741605250717
4,186,0.17219098142392972
4,187,0.11321056027764176
4,188,0.30410743964406484
4,189,0.26824780545208976
4,190,0.17257467325218076
4,192,0.22595144501370068
4,193,0.0962398013965762
4,194,0.6442147639994006
4,197,0.16996167782847185
5,7,0.17847208130995376
5,8,0.14397351187489646
5,9,0.13813768356423062
5,10,0.18913704695609343
5,11,0.28809009167099625
5,12,0.34266853864258523
5,15,0.27900175660125215
5,20,0.13973024321943392
5,21,0.2344159927002536
5,23,0.34544384673996725
5,27,0.2253107126923618
5,31,0.2401335430398135
5,32,0.11222223167244412
5,34,0.18454391297737543
5,36,0.5201918189971634
5,37,0.2155671414529242
5,38,0.2675028057571718
5,44,0.1291469828934227
5,47,0.22823556576042342
5,48,0.1270786295274739
5,51,0.18375095667074795
5,53,0.21326014513533684
5,54,0.6136014358212921
5,57,0.1445056711882198
5,59,0.2742573439712101
5,62,0.2508237527907961
5,63,0.12769777504710136
5,67,0.1834888656803567
5,69,0.10920981493730417
5,71,0.16510690512736628
5,73,0.3496919531780864
5,74,0.2573863075043009
5,77,0.14691312948176596
5,78,0.22258010738686265
5,79,0.1428644594588239
5,80,0.2657224097984629
5,81,0.12248401457685516
5,89,0.10136166958141998
5,91,0.3062690769214169
5,92,0.10546478922743881
5,93,0.16655686850299214
5,97,0.11569190485973957
5,104,0.3929423229641561
5,105,0.1829292439623228
5,111,0.19312243251261385
5,113,0.37605664663533883
5,114,0.11809382499982463
5,115,0.10185912028179711
5,116,0.09918014523845634
5,117,0.16862869317650636
5,118,0.17064499983068732
5,121,0.13132943232275474
5,123,0.2791725096517362
5,125,0.3849301102010939
5,126,0.1265331530303712
5,130,0.15191953028893665
5,134,0.10240270209411088
5,137,0.11044792124641559
5,142,0.16747177384130926
5,145,0.1471059981098554
5,147,0.3586814605539903
5,149,0.1594078603644595
5,154,0.25141324533388926
5,159,0.19388434936595136
5,161,0.21065235181449013
5,162,0.30610055622083027
5,163,0.1321195187791091
5,164,0.40838652618925864
5,165,0.23033727438234872
5,166,0.4310681043929293
5,167,0.11295075603121177
5,169,0.15168361483782547
5,171,0.14842746941024756
5,172,0.16362108301050288
5,178,0.21567931213250405
5,180,0.13209117885576802
5,181,0.12926038636998768
5,182,0.10794638911453806
5,184,0.22076039933190927
5,188,0.17147341516128045
5,189,0.12012379968017081
5,190,0.25037034761517435
5,194,0.19225189929684885
6,7,0.25813867604848834
6,8,0.20031213567156972
6,9,0.14287069738263766
6,11,0.24151704402539145
6,14,0.18802261315084545
6,15,0.15928066209245964
6,16,0.18576606490501993
6,19,0.3904262671509092
6,22,0.4133223968396555
6,24,0.22085159045797367
6,26,0.48954640858690607
6,27,0.10684458227672601
6,28,0.11533761213283326
6,29,0.31001303340552383
6,31,0.17382462784566385
6,32,0.18949247469514466
6,33,0.17607713230140518
6,34,0.14867254451512268
6,36,0.1156830726609877
6,39,0.22356897633726022
6,42,0.14538034230507718
6,43,0.187558665911643
6,45,0.11871647297660659
6,48,0.3884227187723003
6,52,0.17718220615134742
6,53,0.181730982515925
6,58,0.6271114137993277
6,59,0.09641068924175505
6,60,0.10223313924169206
6,61,0.2091485049931944
6,62,0.20905018325889657
6,63,0.3654724273382552
6,64,0.3876143005952342
6,65,0.1932075469037743
6,67,0.19799122773778371
6,68,0.15229904081110446
6,71,0.323162009146648
6,74,0.32743850699361937
6,75,0.12288212012759979
6,77,0.4301709198256418
6,78,0.10038161182396438
6,79,0.1311213449642098
6,81,0.20936208621137908
6,82,0.11543997246575491
6,83,0.15667341521719003
6,86,0.33840091230308234
6,87,0.16410081934260265
6,88,0.4587862436760021
6,91,0.21753132115090767
6,92,0.11746005502038483
6,93,0.11118820194441074
6,94,0.6647739051182852
6,95,0.11631932469525932
6,96,0.35525008723292606
6,98,0.2127997108774664
6,100,0.15101858821732783
6,101,0.16060012115835584
6,103,0.1425615165858416
6,104,0.1411148276658823
6,105,0.1767176809657276
6,106,0.17523650421045203
6,109,0.37367308433562685
6,112,0.12149179457249706
6,113,0.3301941974474817
6,114,0.277339957283897
6,115,0.19418907299748725
6,116,0.3420985973391136
6,117,0.3301768066701771
6,118,0.10616723968801729
6,119,0.27677785720425513
6,121,0.5553292536008558
6,123,0.19976643375388733
6,124,0.12128641497729015
6,126,0.2733358791130742
6,127,0.12690418742127124
6,129,0.14086308840086473
6,130,0.1259841634563822
6,131,0.13385260189950318
6,132,0.36274054102370296
6,134,0.17020354755127426
6,135,0.17959679406597304
6,136,0.2397484971748768
6,140,0.16829664405823522
6,141,0.27522836410682144
6,142,0.10190979538578863
6,144,0.40162242809442805
6,147,0.09848632952840684
6,148,0.261785045488889
6,149,0.110737771970891
6,150,0.2748202205177445
6,151,0.1562607783991328
6,152,0.5347738139816777
6,154,0.1530200600601804
6,155,0.5061785251646119
6,156,0.1755663618019403
6,157,0.21678718067513528
6,159,0.33756900891929414
6,160,0.15969751553253195
6,161,0.16680914105786146
6,162,0.1197745720153837
6,163,0.18687510170684682
6,165,0.1316313781659913
6,166,0.13819039987503004
6,169,0.34549439470870585
6,170,0.16230603655966028
6,171,0.09912591535349138
6,173,0.1922365084864458
6,174,0.16673619848574936
6,175,0.20944436240122327
6,176,0.2130045024213933
6,177,0.14111364229783807
6,178,0.2876097306875464
6,180,0.3049160846529611
6,182,0.27916826876199174
6,183,0.29631554075112493
6,184,0.11472864183827149
6,185,0.3876906164590171
6,186,0.1842098081266095
6,187,0.10773943343580189
6,188,0.12346386561117492
6,189,0.24084775397965058
6,190,0.10570952341357824
6,192,0.20960916084638942
6,193,0.16013144749534175
6,194,0.2274697165392447
6,197,0.34064844145354783
7,8,0.5026296974142593
7,9,0.0966549857109186
7,10,0.13461326421649386
7,11,0.2836083724483363
7,13,0.1291868778902269
7,14,0.2909693758063587
7,15,0.19862173333184968
7,16,0.22740003663850913
7,19,0.223941430281977
7,22,0.1911836633215829
7,23,0.15679457483263884
7,24,0.3454217068144199
7,25,0.1700368808095493
7,26,0.24076484979657348
7,27,0.10248351004715284
7,28,0.26329415681997637
7,29,0.25561296053315075
7,30,0.16993300956338142
7,32,0.10396705957741328
7,34,0.6053825243797754
7,36,0.23341761357792745
7,37,0.26945139755301895
7,39,0.5992855278770693
7,40,0.17419881512649726
7,41,0.1897912852299843
7,42,0.1821230756685362
7,43,0.17807663155173575
7,45,0.1566383250678211
7,47,0.2301941681928264
7,48,0.2948176008822782
7,50,0.1365533245652551
7,51,0.17124674516135527
7,52,0.15243181466109026
7,53,0.19701212252679365
7,55,0.2109339515548637
7,58,0.28125187364040904
7,59,0.160612523291246
7,60,0.2204698627778362
7,61,0.4650651946083616
7,62,0.27684908778979517
7,63,0.29099851763592677
7,64,0.19662357574050157
7,67,0.12329836922422815
7,68,0.10491324123747371
7,69,0.22616692114699471
7,70,0.11575645955679703
7,71,0.23445921079192888
7,72,0.10014658533422827
7,73,0.09933727778870331
7,74,0.18758562280894026
7,75,0.387722715237491
7,76,0.1280283345638181
7,77,0.25405185124027707
7,78,0.47083714194733733
7,79,0.15995306645218735
7,81,0.18034017958683343
7,82,0.16195310183238062
7,83,0.13542327362117867
7,84,0.2504825366033623
7,85,0.12633965656590457
7,86,0.1299713616910877
7,87,0.14572226396915985
7,88,0.2297781426408283
7,91,0.2340681161895424
7,92,0.1895950427855884
7,93,0.17027667385105255
7,94,0.21895041964823
7,95,0.10319706595629151
7,96,0.18202092859015606
7,97,0.22123540875428693
7,98,0.426015510342674
7,99,0.138866048936995
7,100,0.09907194828169809
7,101,0.6263187602777351
7,104,0.2228270020119016
7,105,0.11392546749138992
7,106,0.2202353054416334
7,109,0.21752873985584403
7,111,0.12675903510390935
7,112,0.15147370074545277
7,113,0.3675013807189245
7,114,0.11874010001176537
7,115,0.0995570173794036
7,116,0.7798442465439479
7,117,0.24600833396993974
7,118,0.4638216382892335
7,121,0.2330833687651165
7,122,0.19065564945920982
7,123,0.22473942267600952
7,124,0.30423700915345775
7,125,0.19395387262116456
7,126,0.128894802228993
7,129,0.10302418302118607
7,130,0.18798076449537407
7,132,0.26194257724807724
7,133,0.11203988372160818
7,134,0.24561601681813458
7,136,0.24636637398290126
7,138,0.12138400630458882
7,140,0.12511110411146764
7,141,0.241517201387774
7,142,0.10821732447745347
7,143,0.17045553805309258
7,144,0.21396010775821672
7,145,0.14092092858164365
7,147,0.1238758099664517
7,148,0.13521611313460694
7,149,0.10911604951199054
7,150,0.4206347435365012
7,152,0.1816091857587852
7,154,0.16631322846706303
7,155,0.2076835099222792
7,156,0.31743188455153626
7,157,0.3996950858460917
7,159,0.33744858995342575
7,160,0.5091884127643549
7,161,0.2688436904333124
7,162,0.1182650293769203
7,165,0.12439862486338175
7,166,0.21818567277846493
7,168,0.12469669506179001
7,169,0.16021127138623567
7,170,0.16067770281289528
7,171,0.1295022400338108
7,173,0.2816204162084264
7,174,0.5148192474319443
7,175,0.2956149092228978
7,176,0.10089175221003345
7,178,0.1860003802537757
7,180,0.28275735421437376
7,182,0.16296193521201205
7,184,0.13499595751020713
7,185,0.21956994031025875
7,186,0.29017324840637704
7,187,0.24413707042357674
7,188,0.13104058712129896
7,189,0.5722994050599749
7,191,0.13014794920054032
7,192,0.31590036586942283
7,193,0.19457261901042944
7,194,0.23295614973275888
7,195,0.17015105636306266
7,196,0.1217172717613013
7,197,0.10826552241859008
8,9,0.09662088324939216
8,10,0.17551037772363787
8,11,0.26979512657540294
8,12,0.11813267466855606
8,13,0.16331645912129625
8,14,0.3024741433656242
8,15,0.1341888768396028
8,16,0.18866361293901826
8,19,0.31453075052462875
8,20,0.10123812980882138
8,21,0.15669107966908907
8,22,0.1472252410665852
8,23,0.14788692413018373
8,24,0.39990164442096443
8,25,0.1417739310582567
8,26,0.2109749160070458
8,27,0.17230252343637173
8,28,0.11670593863582131
8,29,0.22548017736501857
8,30,0.15306163366119427
8,31,0.13019348285792154
8,32,0.13973996872248085
8,34,0.6594004682620341
8,35,0.10295592831063333
8,36,0.22919457762837037
8,37,0.16476083036925182
8,38,0.15459124036312408
8,39,0.5215812292786266
8,40,0.16132874986140133
8,41,0.15911767977139446
8,42,0.1857927549192918
8,43,0.17489132945537733
8,44,0.14272774780188585
8,45,0.2071956050599593
8,46,0.11583558637722795
8,47,0.1434013342750098
8,48,0.3756723975884976
8,51,0.11591255957490362
8,52,0.18767156042120234
8,53,0.24701592880476603
8,54,0.1381381135655235
8,55,0.13454568983304072
8,56,0.11835369648709013
8,58,0.17190101312399328
8,59,0.28214876837012637
8,60,0.15114169332430905
8,61,0.5247412882579839
8,62,0.2958524042976997
8,63,0.3908814673754968
8,64,0.12610490974779476
8,67,0.1272866028789473
8,69,0.1244030525907882
8,71,0.2749124707200514
8,73,0.23955107368577472
8,74,0.20868047628754877
8,75,0.5541859620354979
8,76,0.11716088377101044
8,77,0.25433339023431845
8,78,0.5710423406610985
8,79,0.22897180719935317
8,81,0.11116303906528625
8,82,0.13713000709097314
8,83,0.2146669500129006
8,84,0.11339780742956931
8,85,0.10592587924671683
8,87,0.16013730691071046
8,88,0.30387827565802245
8,89,0.096755379418068
8,91,0.13241018031634472
8,92,0.1944563763994008
8,93,0.3100948536657322
8,94,0.23293632197435052
8,95,0.20089098275453496
8,97,0.1928560765258801
8,98,0.4599823497499011
8,99,0.10766529133607983
8,100,0.15128053977193495
8,101,0.44377449461484586
8,102,0.21486140614777102
8,104,0.36654803825136784
8,105,0.10018795369762314
8,106,0.18931701340537502
8,107,0.10622314763610916
8,109,0.21283855732305315
8,111,0.1478678202000954
8,112,0.25693909487253724
8,113,0.29394103280832606
8,115,0.13758290071225085
8,116,0.5523856707795541
8,117,0.16555498730857202
8,118,0.5081767464310173
8,121,0.16600741357945087
8,122,0.13774424354853845
8,123,0.4169011536193222
8,124,0.6540278510572172
8,125,0.25837368770512414
8,126,0.10596076940867691
8,129,0.15041065358162994
8,130,0.2065042597938908
8,131,0.1476749063937323
8,132,0.2606685219089348
8,133,0.1330050167828634
8,134,0.34539378696338174
8,136,0.3233905312259194
8,137,0.16231219663640573
8,140,0.18951157136183375
8,141,0.27453609654539113
8,144,0.1495732770105809
8,145,0.2373854624839892
8,146,0.13386543109593177
8,147,0.14543079217739832
8,148,0.22192331526605388
8,149,0.18391291654857403
8,150,0.39431454379900366
8,154,0.20251435756990258
8,155,0.1010888547703147
8,156,0.32386660999920497
8,157,0.47310805887164264
8,159,0.3340156168678426
8,160,0.1916345316770704
8,161,0.4019756534961075
8,163,0.11023377975830383
8,164,0.12810952174951115
8,165,0.34545627841258153
8,166,0.3024058078873556
8,167,0.12460386616052808
8,168,0.2024591079731924
8,169,0.1366632242091027
8,170,0.1669216601223485
8,171,0.2598042247033463
8,172,0.15345650067017652
8,173,0.3400177340631862
8,174,0.2663913538219111
8,175,0.2954017361627994
8,177,0.10779875756155553
8,180,0.3548248818534735
8,181,0.23006645998730268
8,182,0.1594912777616091
8,184,0.18331668690471623
8,185,0.29580598798242136
8,186,0.2798838792436272
8,187,0.1363669342882087
8,188,0.3087597736475954
8,189,0.5861134862764708
8,190,0.17742077116843266
8,191,0.14456611265848046
8,192,0.4940372122873696
8,193,0.1857876326198912
8,194,0.38318970919659306
8,195,0.18195128760940002
8,196,0.1151387059522535
9,10,0.12947507471923245
9,12,0.29086453522556577
9,13,0.11580848139880662
9,17,0.09675004229142352
9,19,0.15019461703977882
9,20,0.2351271541876302
9,21,0.09958767102888176
9,22,0.1351015123045499
9,24,0.13914299755628243
9,26,0.09823557159942602
9,27,0.1604730872960726
9,30,0.30265979932915815
9,31,0.14642128223646383
9,32,0.14061023774293113
9,36,0.12536835868507892
9,37,0.35481985522739035
9,38,0.15863789311274523
9,40,0.10905129704270786
9,41,0.29409071220550426
9,43,0.12506234323015217
9,44,0.23813224110254247
9,45,0.10158799988153383
9,47,0.46459242446289606
9,48,0.10394355611649296
9,49,0.23855740374032255
9,51,0.34832470990999953
9,54,0.19257147678180497
9,55,0.1297139987019712
9,56,0.22377931690558187
9,58,0.1123570401479535
9,59,0.29579928986119997
9,61,0.1473371260989802
9,64,0.15205086411644217
9,67,0.30742804840847393
9,69,0.1699225978852594
9,70,0.6226941132078656
9,71,0.3365264953467434
9,72,0.4254597202165142
9,73,0.17150584607213676
9,75,0.35812132028316224
9,76,0.32210918493266144
9,78,0.19186307620364895
9,80,0.45840516870376713
9,81,0.15878429603710842
9,89,0.4338064767064645
9,93,0.32005658375761165
9,97,0.3657892157932122
9,98,0.11673517497344914
9,99,0.43424390661061035
9,102,0.33004743788871366
9,104,0.1284237102692232
9,105,0.5672001591006234
9,107,0.3460996839063449
9,108,0.09613175483413881
9,109,0.1683853684792949
9,110,0.2507180407906352
9,111,0.16008735561062157
9,112,0.10793995784339949
9,113,0.13837372554510902
9,115,0.5559765956594
9,116,0.13696476569095672
9,118,0.23381227293447007
9,121,0.10748935166087485
9,124,0.3101291127029474
9,125,0.20084322128888635
9,127,0.3479418043572195
9,131,0.5111220722562011
9,137,0.24000579613164857
9,138,0.4310679680111067
9,139,0.29050088790936257
9,141,0.13612461812868162
9,142,0.11712027586518618
9,143,0.096686684597536
9,144,0.24953387382751582
9,147,0.3881399746475311
9,148,0.141964200511802
9,150,0.10318629126999679
9,151,0.4488745675464657
9,156,0.11800037343942951
9,157,0.11708737916577193
9,158,0.11234954504686577
9,163,0.11802648983029723
9,164,0.2890727350645326
9,165,0.2575972973781551
9,167,0.22039272377646113
9,171,0.46417724050167014
9,172,0.306032194763783
9,173,0.13874080465939365
9,174,0.10829691849752376
9,179,0.3543972453595576
9,180,0.1629501942762209
9,181,0.252240827129892
9,182,0.1142592262344563
9,184,0.4004811799785326
9,188,0.2799126750252085
